STATE_CODE,SHRP_ID,CONSTRUCTION_NO,VISIT_DATE,IRI
1,0104,1,"3/10/02, 12:00:00 AM",0.6158
1,0104,1,"3/14/01, 12:00:00 AM",0.6478
1,0104,1,"4/23/98, 12:00:00 AM",0.6704
1,0104,1,"4/27/04, 12:00:00 AM",0.6562
1,0104,1,"5/4/05, 12:00:00 AM",0.6838000000000001
1,0104,1,"7/3/97, 12:00:00 AM",0.6432
1,0104,1,"9/28/99, 12:00:00 AM",0.6316
1,0105,1,"1/10/96, 12:00:00 AM",0.6144
1,0105,1,"1/27/98, 12:00:00 AM",0.6342
1,0105,1,"1/29/03, 12:00:00 AM",0.6546000000000001
1,0105,1,"3/10/02, 12:00:00 AM",0.6194
1,0105,1,"3/14/01, 12:00:00 AM",0.6372
1,0105,1,"4/27/04, 12:00:00 AM",0.6836
1,0105,1,"5/4/05, 12:00:00 AM",0.694
1,0105,1,"7/3/97, 12:00:00 AM",0.6428
1,0105,1,"9/28/99, 12:00:00 AM",0.648
1,0106,1,"1/10/96, 12:00:00 AM",0.582
1,0106,1,"1/27/98, 12:00:00 AM",0.6544
1,0106,1,"1/29/03, 12:00:00 AM",0.7326
1,0106,1,"3/10/02, 12:00:00 AM",0.6598
1,0106,1,"3/14/01, 12:00:00 AM",0.689
1,0106,1,"4/27/04, 12:00:00 AM",0.7428
1,0106,1,"5/4/05, 12:00:00 AM",0.7636000000000001
1,0106,1,"7/3/97, 12:00:00 AM",0.6128
1,0106,1,"8/25/94, 12:00:00 AM",0.747
1,0106,1,"9/28/99, 12:00:00 AM",0.6952
1,0107,1,"1/10/96, 12:00:00 AM",0.6564
1,0107,1,"1/27/98, 12:00:00 AM",0.6664
1,0107,1,"7/3/97, 12:00:00 AM",0.6276
1,0107,1,"8/24/94, 12:00:00 AM",0.8116
1,0107,1,"9/28/99, 12:00:00 AM",0.7568
1,0107,2,"3/14/01, 12:00:00 AM",0.9628
1,0108,1,"1/10/96, 12:00:00 AM",0.76
1,0108,1,"1/27/98, 12:00:00 AM",0.7454
1,0108,1,"1/29/03, 12:00:00 AM",0.7313999999999999
1,0108,1,"3/10/02, 12:00:00 AM",0.75
1,0108,1,"3/14/01, 12:00:00 AM",0.7432
1,0108,1,"4/23/98, 12:00:00 AM",0.7852
1,0108,1,"4/27/04, 12:00:00 AM",0.7628
1,0108,1,"5/4/05, 12:00:00 AM",0.7932
1,0108,1,"7/3/97, 12:00:00 AM",0.743
1,0108,1,"8/24/94, 12:00:00 AM",0.875
1,0108,1,"9/28/99, 12:00:00 AM",0.7316
1,0109,1,"1/10/96, 12:00:00 AM",0.7316
1,0109,1,"1/27/98, 12:00:00 AM",0.6792
1,0109,1,"1/29/03, 12:00:00 AM",0.7208
1,0109,1,"3/10/02, 12:00:00 AM",0.7542
1,0109,1,"3/14/01, 12:00:00 AM",0.75
1,0109,1,"4/27/04, 12:00:00 AM",0.7588
1,0109,1,"5/4/05, 12:00:00 AM",0.7746000000000001
1,0109,1,"7/3/97, 12:00:00 AM",0.7091999999999999
1,0109,1,"9/28/99, 12:00:00 AM",0.744
1,0110,1,"1/10/96, 12:00:00 AM",0.6868
1,0110,1,"1/27/98, 12:00:00 AM",0.7534
1,0110,1,"1/29/03, 12:00:00 AM",0.672
1,0110,1,"3/10/02, 12:00:00 AM",0.6822
1,0110,1,"3/14/01, 12:00:00 AM",0.6890000000000001
1,0110,1,"4/23/98, 12:00:00 AM",0.7642
1,0110,1,"4/27/04, 12:00:00 AM",0.6931999999999999
1,0110,1,"5/4/05, 12:00:00 AM",0.7396
1,0110,1,"7/3/97, 12:00:00 AM",0.68
1,0110,1,"9/28/99, 12:00:00 AM",0.6866
1,0111,1,"1/10/96, 12:00:00 AM",0.5681999999999999
1,0111,1,"1/27/98, 12:00:00 AM",0.5698
1,0111,1,"1/29/03, 12:00:00 AM",0.598
1,0111,1,"3/10/02, 12:00:00 AM",0.5844
1,0111,1,"3/14/01, 12:00:00 AM",0.5948
1,0111,1,"5/4/05, 12:00:00 AM",0.6286
1,0111,1,"7/3/97, 12:00:00 AM",0.5654
1,0111,1,"9/28/99, 12:00:00 AM",0.5863999999999999
1,0112,1,"1/10/96, 12:00:00 AM",0.6718000000000001
1,0112,1,"1/27/98, 12:00:00 AM",0.7246
1,0112,1,"1/29/03, 12:00:00 AM",0.7288
1,0112,1,"3/10/02, 12:00:00 AM",0.7013999999999999
1,0112,1,"3/14/01, 12:00:00 AM",0.7298
1,0112,1,"4/27/04, 12:00:00 AM",0.7362
1,0112,1,"5/4/05, 12:00:00 AM",0.7648
1,0112,1,"7/3/97, 12:00:00 AM",0.6744
1,0112,1,"8/25/94, 12:00:00 AM",0.8052
1,0112,1,"9/28/99, 12:00:00 AM",0.6932
1,0161,1,"1/10/96, 12:00:00 AM",0.6618
1,0161,1,"1/27/98, 12:00:00 AM",0.7622
1,0161,1,"1/29/03, 12:00:00 AM",0.7482
1,0161,1,"3/10/02, 12:00:00 AM",0.7404
1,0161,1,"3/14/01, 12:00:00 AM",0.714
1,0161,1,"4/27/04, 12:00:00 AM",0.7494
1,0161,1,"5/4/05, 12:00:00 AM",0.7676000000000001
1,0161,1,"7/3/97, 12:00:00 AM",0.6646000000000001
1,0161,1,"9/28/99, 12:00:00 AM",0.7196
1,0162,1,"1/10/96, 12:00:00 AM",0.7158
1,0162,1,"1/27/98, 12:00:00 AM",0.7756000000000001
1,0162,1,"1/29/03, 12:00:00 AM",0.8294
1,0162,1,"3/10/02, 12:00:00 AM",0.788
1,0162,1,"3/14/01, 12:00:00 AM",0.8012
1,0162,1,"4/27/04, 12:00:00 AM",0.8674
1,0162,1,"5/4/05, 12:00:00 AM",0.8613999999999999
1,0162,1,"7/3/97, 12:00:00 AM",0.735
1,0162,1,"8/25/94, 12:00:00 AM",0.8926000000000001
1,0162,1,"9/28/99, 12:00:00 AM",0.7986000000000001
1,0163,1,"1/10/96, 12:00:00 AM",0.78
1,0163,1,"1/27/98, 12:00:00 AM",0.8234
1,0163,1,"1/29/03, 12:00:00 AM",0.8836
1,0163,1,"3/10/02, 12:00:00 AM",0.8374
1,0163,1,"3/14/01, 12:00:00 AM",0.8542
1,0163,1,"4/27/04, 12:00:00 AM",0.8764
1,0163,1,"5/4/05, 12:00:00 AM",0.8916000000000001
1,0163,1,"7/3/97, 12:00:00 AM",0.7822
1,0163,1,"8/11/93, 12:00:00 AM",0.8214
1,0163,1,"9/28/99, 12:00:00 AM",0.843
1,0502,1,"7/8/91, 12:00:00 AM",1.0364
1,0502,2,"1/29/03, 12:00:00 AM",0.8876
1,0502,2,"10/12/14, 12:00:00 AM",1.36
1,0502,2,"10/21/15, 12:00:00 AM",1.278
1,0502,2,"10/30/13, 12:00:00 AM",1.2234
1,0502,2,"3/13/01, 12:00:00 AM",0.8378
1,0502,2,"3/16/17, 12:00:00 AM",1.289
1,0502,2,"3/30/09, 12:00:00 AM",1.0688
1,0502,2,"3/8/02, 12:00:00 AM",0.8422
1,0502,2,"4/1/92, 12:00:00 AM",0.77425
1,0502,2,"4/11/96, 12:00:00 AM",0.8194
1,0502,2,"4/23/04, 12:00:00 AM",0.9546
1,0502,2,"5/5/05, 12:00:00 AM",1.0106
1,0502,2,"8/10/94, 12:00:00 AM",0.8538
1,0502,2,"8/3/06, 12:00:00 AM",1.014
1,0502,2,"9/28/08, 12:00:00 AM",1.1096
1,0502,2,"9/29/99, 12:00:00 AM",0.8144
1,0503,1,"7/9/91, 12:00:00 AM",0.9902
1,0503,2,"1/29/03, 12:00:00 AM",0.8118
1,0503,2,"10/12/14, 12:00:00 AM",1.172
1,0503,2,"10/21/15, 12:00:00 AM",1.2602
1,0503,2,"10/30/13, 12:00:00 AM",1.1481999999999999
1,0503,2,"3/13/01, 12:00:00 AM",0.7812
1,0503,2,"3/16/17, 12:00:00 AM",1.3356
1,0503,2,"3/30/09, 12:00:00 AM",1.029
1,0503,2,"3/8/02, 12:00:00 AM",0.9474
1,0503,2,"4/11/96, 12:00:00 AM",0.864
1,0503,2,"4/2/92, 12:00:00 AM",0.8261999999999999
1,0503,2,"4/23/04, 12:00:00 AM",0.8498
1,0503,2,"5/5/05, 12:00:00 AM",0.8752
1,0503,2,"8/10/94, 12:00:00 AM",0.868
1,0503,2,"8/3/06, 12:00:00 AM",0.9028
1,0503,2,"9/28/08, 12:00:00 AM",1.0708
1,0503,2,"9/29/99, 12:00:00 AM",0.8136
1,0504,1,"7/8/91, 12:00:00 AM",1.0306
1,0504,2,"1/29/03, 12:00:00 AM",0.8928
1,0504,2,"10/12/14, 12:00:00 AM",0.9736
1,0504,2,"10/21/15, 12:00:00 AM",0.9895999999999999
1,0504,2,"10/30/13, 12:00:00 AM",0.9748
1,0504,2,"3/13/01, 12:00:00 AM",0.8838
1,0504,2,"3/16/17, 12:00:00 AM",1.0002
1,0504,2,"3/30/09, 12:00:00 AM",1.057
1,0504,2,"3/8/02, 12:00:00 AM",0.7774
1,0504,2,"4/1/92, 12:00:00 AM",0.8483999999999999
1,0504,2,"4/11/96, 12:00:00 AM",0.9268000000000001
1,0504,2,"4/23/04, 12:00:00 AM",0.8906000000000001
1,0504,2,"5/5/05, 12:00:00 AM",0.9276
1,0504,2,"8/10/94, 12:00:00 AM",0.9174
1,0504,2,"8/3/06, 12:00:00 AM",0.9188000000000001
1,0504,2,"9/28/08, 12:00:00 AM",1.1194
1,0504,2,"9/29/99, 12:00:00 AM",0.892
1,0505,1,"7/8/91, 12:00:00 AM",1.137
1,0505,2,"1/29/03, 12:00:00 AM",0.9352
1,0505,2,"10/12/14, 12:00:00 AM",1.2973999999999999
1,0505,2,"10/21/15, 12:00:00 AM",1.293
1,0505,2,"10/30/13, 12:00:00 AM",1.2484
1,0505,2,"3/13/01, 12:00:00 AM",0.8788
1,0505,2,"3/16/17, 12:00:00 AM",1.2558
1,0505,2,"3/30/09, 12:00:00 AM",1.1604
1,0505,2,"3/8/02, 12:00:00 AM",0.988
1,0505,2,"4/1/92, 12:00:00 AM",0.8246
1,0505,2,"4/11/96, 12:00:00 AM",0.9118
1,0505,2,"4/23/04, 12:00:00 AM",1.008
1,0505,2,"5/5/05, 12:00:00 AM",1.0718
1,0505,2,"8/10/94, 12:00:00 AM",0.8992
1,0505,2,"8/3/06, 12:00:00 AM",1.0598
1,0505,2,"9/28/08, 12:00:00 AM",1.2048
1,0505,2,"9/29/99, 12:00:00 AM",0.871
1,0506,1,"7/8/91, 12:00:00 AM",1.04975
1,0506,2,"1/29/03, 12:00:00 AM",0.74
1,0506,2,"3/13/01, 12:00:00 AM",0.736
1,0506,2,"3/30/09, 12:00:00 AM",0.8161999999999999
1,0506,2,"3/8/02, 12:00:00 AM",0.689
1,0506,2,"4/1/92, 12:00:00 AM",0.6966
1,0506,2,"4/10/96, 12:00:00 AM",0.7884
1,0506,2,"4/23/04, 12:00:00 AM",0.7482
1,0506,2,"5/5/05, 12:00:00 AM",0.7902
1,0506,2,"8/10/94, 12:00:00 AM",0.7676000000000001
1,0506,2,"8/3/06, 12:00:00 AM",0.8102
1,0506,2,"9/28/08, 12:00:00 AM",0.995
1,0506,2,"9/29/99, 12:00:00 AM",0.7466
1,0506,3,"10/12/14, 12:00:00 AM",0.63
1,0506,3,"10/21/15, 12:00:00 AM",0.6504
1,0506,3,"10/30/13, 12:00:00 AM",0.6042
1,0506,3,"3/16/17, 12:00:00 AM",0.67
1,0507,1,"7/8/91, 12:00:00 AM",1.2446000000000002
1,0507,2,"1/29/03, 12:00:00 AM",0.8664
1,0507,2,"10/12/14, 12:00:00 AM",1.017
1,0507,2,"10/21/15, 12:00:00 AM",1.0544
1,0507,2,"10/30/13, 12:00:00 AM",1.0182
1,0507,2,"3/13/01, 12:00:00 AM",0.8708
1,0507,2,"3/16/17, 12:00:00 AM",1.1286
1,0507,2,"3/30/09, 12:00:00 AM",0.9548
1,0507,2,"3/8/02, 12:00:00 AM",0.7766
1,0507,2,"4/1/92, 12:00:00 AM",0.76
1,0507,2,"4/10/96, 12:00:00 AM",0.9349999999999999
1,0507,2,"4/23/04, 12:00:00 AM",0.8808
1,0507,2,"5/5/05, 12:00:00 AM",0.9386
1,0507,2,"8/10/94, 12:00:00 AM",0.8736
1,0507,2,"8/3/06, 12:00:00 AM",0.9296
1,0507,2,"9/28/08, 12:00:00 AM",1.1392
1,0507,2,"9/29/99, 12:00:00 AM",0.868
1,0508,1,"7/9/91, 12:00:00 AM",1.062
1,0508,2,"1/29/03, 12:00:00 AM",0.9998
1,0508,2,"10/12/14, 12:00:00 AM",1.2044
1,0508,2,"10/21/15, 12:00:00 AM",1.2329999999999999
1,0508,2,"10/30/13, 12:00:00 AM",1.2312
1,0508,2,"3/13/01, 12:00:00 AM",1.0175999999999998
1,0508,2,"3/16/17, 12:00:00 AM",1.3006
1,0508,2,"3/30/09, 12:00:00 AM",1.1638000000000002
1,0508,2,"3/8/02, 12:00:00 AM",0.9712
1,0508,2,"4/11/96, 12:00:00 AM",1.0131999999999999
1,0508,2,"4/2/92, 12:00:00 AM",0.9348000000000001
1,0508,2,"4/23/04, 12:00:00 AM",1.0486
1,0508,2,"5/5/05, 12:00:00 AM",1.0968
1,0508,2,"8/10/94, 12:00:00 AM",1.0036
1,0508,2,"8/3/06, 12:00:00 AM",1.1696
1,0508,2,"9/28/08, 12:00:00 AM",1.3332
1,0508,2,"9/29/99, 12:00:00 AM",1.0166
1,0509,1,"7/9/91, 12:00:00 AM",1.7102
1,0509,2,"1/29/03, 12:00:00 AM",0.8664
1,0509,2,"10/12/14, 12:00:00 AM",1.1896
1,0509,2,"10/21/15, 12:00:00 AM",1.2404
1,0509,2,"10/30/13, 12:00:00 AM",1.1088
1,0509,2,"3/13/01, 12:00:00 AM",0.8456
1,0509,2,"3/16/17, 12:00:00 AM",1.1059999999999999
1,0509,2,"3/30/09, 12:00:00 AM",1.0582
1,0509,2,"3/8/02, 12:00:00 AM",0.8204
1,0509,2,"4/11/96, 12:00:00 AM",0.8902
1,0509,2,"4/2/92, 12:00:00 AM",0.8054
1,0509,2,"4/23/04, 12:00:00 AM",0.855
1,0509,2,"5/5/05, 12:00:00 AM",0.9436
1,0509,2,"8/10/94, 12:00:00 AM",0.8958
1,0509,2,"8/3/06, 12:00:00 AM",0.9336
1,0509,2,"9/28/08, 12:00:00 AM",1.0164
1,0509,2,"9/29/99, 12:00:00 AM",0.8736
1,0563,2,"4/10/96, 12:00:00 AM",0.6886
1,0563,2,"8/10/94, 12:00:00 AM",0.6746000000000001
1,0563,3,"1/29/03, 12:00:00 AM",1.0515999999999999
1,0563,3,"3/13/01, 12:00:00 AM",0.9368
1,0563,3,"3/8/02, 12:00:00 AM",0.968
1,0563,3,"4/23/04, 12:00:00 AM",1.0072
1,0563,3,"5/5/05, 12:00:00 AM",1.184
1,0563,3,"8/3/06, 12:00:00 AM",1.1696
1,0563,3,"9/28/08, 12:00:00 AM",1.3526
1,0563,3,"9/29/99, 12:00:00 AM",0.9174
1,0563,4,"10/12/14, 12:00:00 AM",0.8448
1,0563,4,"10/21/15, 12:00:00 AM",0.8603999999999999
1,0563,4,"10/30/13, 12:00:00 AM",0.8286
1,0563,4,"3/16/17, 12:00:00 AM",0.9508
1,0564,2,"4/11/96, 12:00:00 AM",0.8808
1,0564,2,"8/10/94, 12:00:00 AM",0.8646
1,0601,1,"1/28/98, 12:00:00 AM",2.8926
1,0601,2,"1/28/03, 12:00:00 AM",3.1258
1,0601,2,"3/13/02, 12:00:00 AM",3.0512
1,0601,2,"3/21/01, 12:00:00 AM",3.0744
1,0601,2,"7/8/03, 12:00:00 AM",3.0324
1,0601,2,"8/3/04, 12:00:00 AM",3.1182
1,0601,2,"8/4/06, 12:00:00 AM",3.241
1,0601,2,"9/24/99, 12:00:00 AM",2.95
1,0602,1,"1/28/98, 12:00:00 AM",2.6938
1,0602,2,"1/28/03, 12:00:00 AM",1.3246
1,0602,2,"3/13/02, 12:00:00 AM",1.2613999999999999
1,0602,2,"3/21/01, 12:00:00 AM",1.1912
1,0602,2,"7/8/03, 12:00:00 AM",1.3586
1,0602,2,"8/3/04, 12:00:00 AM",1.331
1,0602,2,"8/4/06, 12:00:00 AM",1.4146
1,0602,2,"9/24/99, 12:00:00 AM",1.1852
1,0603,1,"1/28/98, 12:00:00 AM",1.7082
1,0603,2,"1/28/03, 12:00:00 AM",1.2998
1,0603,2,"3/13/02, 12:00:00 AM",1.3414
1,0603,2,"3/21/01, 12:00:00 AM",1.1946
1,0603,2,"7/8/03, 12:00:00 AM",1.3012
1,0603,2,"8/3/04, 12:00:00 AM",1.3756
1,0603,2,"8/4/06, 12:00:00 AM",1.509
1,0603,2,"9/24/99, 12:00:00 AM",1.1872
1,0604,1,"1/28/98, 12:00:00 AM",1.7698
1,0604,2,"1/28/03, 12:00:00 AM",1.2306000000000001
1,0604,2,"3/13/02, 12:00:00 AM",1.271
1,0604,2,"3/21/01, 12:00:00 AM",1.1472
1,0604,2,"7/8/03, 12:00:00 AM",1.2494
1,0604,2,"8/3/04, 12:00:00 AM",1.2624
1,0604,2,"8/4/06, 12:00:00 AM",1.3178
1,0604,2,"9/24/99, 12:00:00 AM",1.1232
1,0605,1,"1/28/98, 12:00:00 AM",2.9748
1,0605,2,"1/28/03, 12:00:00 AM",1.2848
1,0605,2,"3/13/02, 12:00:00 AM",1.3074
1,0605,2,"3/21/01, 12:00:00 AM",1.106
1,0605,2,"7/8/03, 12:00:00 AM",1.312
1,0605,2,"8/3/04, 12:00:00 AM",1.2631999999999999
1,0605,2,"8/4/06, 12:00:00 AM",1.4086
1,0605,2,"9/24/99, 12:00:00 AM",1.0742
1,0606,1,"1/28/98, 12:00:00 AM",2.3
1,0606,2,"1/28/03, 12:00:00 AM",1.4748000000000001
1,0606,2,"3/13/02, 12:00:00 AM",1.2596
1,0606,2,"3/21/01, 12:00:00 AM",1.425
1,0606,2,"7/8/03, 12:00:00 AM",1.4938
1,0606,2,"8/3/04, 12:00:00 AM",1.5208
1,0606,2,"9/24/99, 12:00:00 AM",1.4156
1,0606,3,"8/4/06, 12:00:00 AM",1.7288
1,0607,1,"1/28/98, 12:00:00 AM",2.4242
1,0607,2,"9/24/99, 12:00:00 AM",1.3174
1,0607,3,"3/13/02, 12:00:00 AM",2.1014
1,0607,3,"3/21/01, 12:00:00 AM",1.812
1,0607,4,"1/28/03, 12:00:00 AM",2.7514
1,0607,5,"7/8/03, 12:00:00 AM",2.6396
1,0607,6,"8/3/04, 12:00:00 AM",3.5576
1,0608,1,"1/28/98, 12:00:00 AM",2.317
1,0608,2,"1/28/03, 12:00:00 AM",0.9204
1,0608,2,"3/13/02, 12:00:00 AM",1.016
1,0608,2,"3/21/01, 12:00:00 AM",0.9002
1,0608,2,"7/8/03, 12:00:00 AM",0.9156000000000001
1,0608,2,"8/3/04, 12:00:00 AM",0.9432
1,0608,2,"8/4/06, 12:00:00 AM",0.9613999999999999
1,0608,2,"9/24/99, 12:00:00 AM",0.8696
1,0661,1,"1/28/98, 12:00:00 AM",2.3604
1,0661,2,"9/24/99, 12:00:00 AM",1.4416
1,0661,3,"1/28/03, 12:00:00 AM",3.9074
1,0661,3,"3/13/02, 12:00:00 AM",2.8682
1,0661,3,"3/21/01, 12:00:00 AM",2.697
1,0661,4,"7/8/03, 12:00:00 AM",4.289
1,0662,1,"1/28/98, 12:00:00 AM",1.8788
1,0662,2,"1/28/03, 12:00:00 AM",0.7824
1,0662,2,"3/13/02, 12:00:00 AM",0.8482
1,0662,2,"3/21/01, 12:00:00 AM",0.7916000000000001
1,0662,2,"7/8/03, 12:00:00 AM",0.8104
1,0662,2,"8/3/04, 12:00:00 AM",0.822
1,0662,2,"8/4/06, 12:00:00 AM",0.8258
1,0662,2,"9/24/99, 12:00:00 AM",0.7868
1,0663,1,"1/28/98, 12:00:00 AM",1.7528
1,0663,2,"1/28/03, 12:00:00 AM",0.8726
1,0663,2,"3/13/02, 12:00:00 AM",0.9364
1,0663,2,"3/21/01, 12:00:00 AM",0.9276
1,0663,2,"7/8/03, 12:00:00 AM",0.8906000000000001
1,0663,2,"8/3/04, 12:00:00 AM",0.9932
1,0663,2,"8/4/06, 12:00:00 AM",1.0026
1,1001,1,"1/13/93, 12:00:00 AM",0.9038
1,1001,1,"10/22/92, 12:00:00 AM",0.9154
1,1001,1,"4/3/92, 12:00:00 AM",0.9722
1,1001,1,"7/28/92, 12:00:00 AM",0.928
1,1001,1,"8/8/90, 12:00:00 AM",0.8632
1,1001,2,"1/10/96, 12:00:00 AM",0.6136
1,1001,2,"1/27/98, 12:00:00 AM",0.5022
1,1001,2,"4/6/03, 12:00:00 AM",0.6762
1,1011,1,"2/1/94, 12:00:00 AM",0.7944
1,1011,1,"2/11/92, 12:00:00 AM",0.8412
1,1011,1,"8/12/98, 12:00:00 AM",0.954
1,1011,1,"8/16/95, 12:00:00 AM",0.9606
1,1011,2,"6/6/02, 12:00:00 AM",1.2604
1,1019,1,"12/21/95, 12:00:00 AM",1.5102
1,1019,1,"4/21/97, 12:00:00 AM",1.6962
1,1019,1,"4/22/98, 12:00:00 AM",1.7906
1,1019,1,"6/5/90, 12:00:00 AM",1.373
1,1019,1,"7/11/91, 12:00:00 AM",1.422
1,1019,1,"8/21/92, 12:00:00 AM",1.4118
1,1019,1,"8/8/94, 12:00:00 AM",1.51
1,1019,2,"3/7/02, 12:00:00 AM",0.8742
1,1021,1,"12/13/95, 12:00:00 AM",1.0053999999999998
1,1021,1,"2/17/94, 12:00:00 AM",0.9882
1,1021,1,"4/3/92, 12:00:00 AM",0.9484
1,1021,1,"6/17/99, 12:00:00 AM",1.1644
1,1021,1,"6/6/90, 12:00:00 AM",0.9693999999999999
1,3028,1,"12/8/95, 12:00:00 AM",3.6334
1,3028,1,"2/16/94, 12:00:00 AM",3.3746
1,3028,1,"2/7/92, 12:00:00 AM",3.4218
1,3028,1,"4/16/99, 12:00:00 AM",3.8296
1,3028,1,"5/7/90, 12:00:00 AM",3.1838
1,3028,2,"10/14/14, 12:00:00 AM",5.1214
1,3028,2,"4/11/00, 12:00:00 AM",4.2178
1,3028,2,"4/3/17, 12:00:00 AM",0.721
1,3028,2,"5/2/11, 12:00:00 AM",4.8752
1,3998,2,"5/4/90, 12:00:00 AM",1.3114
1,3998,3,"2/3/94, 12:00:00 AM",0.6946
1,3998,3,"3/30/92, 12:00:00 AM",0.6612
1,3998,3,"4/10/00, 12:00:00 AM",0.6942
1,3998,3,"4/12/99, 12:00:00 AM",0.6734
1,3998,3,"8/2/95, 12:00:00 AM",0.8194
1,3998,3,"9/23/99, 12:00:00 AM",0.6998
1,4007,1,"1/30/92, 12:00:00 AM",1.6306
1,4007,1,"10/14/14, 12:00:00 AM",1.9102
1,4007,1,"10/31/13, 12:00:00 AM",1.8908
1,4007,1,"12/8/95, 12:00:00 AM",1.651
1,4007,1,"2/16/94, 12:00:00 AM",1.5488
1,4007,1,"4/16/99, 12:00:00 AM",1.6254
1,4007,1,"5/2/11, 12:00:00 AM",1.7935999999999999
1,4007,1,"5/7/90, 12:00:00 AM",1.4862
1,4073,1,"12/7/95, 12:00:00 AM",0.9566
1,4073,1,"2/22/94, 12:00:00 AM",0.8862
1,4073,1,"4/15/92, 12:00:00 AM",0.8912
1,4073,1,"5/8/90, 12:00:00 AM",0.8533999999999999
1,4073,2,"1/26/04, 12:00:00 AM",1.185
1,4073,2,"4/14/99, 12:00:00 AM",0.9952
1,4073,2,"4/7/03, 12:00:00 AM",1.1416
1,4084,1,"2/15/94, 12:00:00 AM",3.3688000000000002
1,4084,1,"2/7/92, 12:00:00 AM",3.2906
1,4084,1,"5/7/90, 12:00:00 AM",2.9494000000000002
1,4084,3,"12/6/95, 12:00:00 AM",3.6178
1,4084,3,"4/16/99, 12:00:00 AM",3.897
1,4125,1,"12/11/90, 12:00:00 AM",0.97
1,4125,1,"12/19/95, 12:00:00 AM",1.1042
1,4125,1,"4/20/99, 12:00:00 AM",1.3015999999999999
1,4125,1,"6/7/90, 12:00:00 AM",0.9382
1,4125,1,"7/29/92, 12:00:00 AM",0.9264
1,4125,1,"8/23/94, 12:00:00 AM",1.0976000000000001
1,4126,1,"1/9/96, 12:00:00 AM",0.9486
1,4126,1,"12/6/90, 12:00:00 AM",0.8148
1,4126,1,"2/10/92, 12:00:00 AM",0.8338
1,4126,1,"2/2/94, 12:00:00 AM",0.8403999999999999
1,4126,1,"5/11/99, 12:00:00 AM",0.998
1,4127,2,"12/6/90, 12:00:00 AM",0.9036000000000001
1,4127,2,"12/6/95, 12:00:00 AM",0.891
1,4127,2,"2/1/94, 12:00:00 AM",0.8752
1,4127,2,"2/10/92, 12:00:00 AM",0.933
1,4127,2,"8/12/98, 12:00:00 AM",1.009
1,4129,2,"12/10/90, 12:00:00 AM",1.0091999999999999
1,4129,2,"12/13/95, 12:00:00 AM",1.483
1,4129,2,"2/17/94, 12:00:00 AM",1.0712
